data\test\image\cxrimage_16932.png,data\test\mask\cxrmask_16932.jpeg
data\val\image\cxrimage_20226.png,data\val\mask\cxrmask_20226.jpeg
data\val\image\cxrimage_20227.png,data\val\mask\cxrmask_20227.jpeg
data\val\image\cxrimage_20228.png,data\val\mask\cxrmask_20228.jpeg
data\val\image\cxrimage_20229.png,data\val\mask\cxrmask_20229.jpeg
data\val\image\cxrimage_20230.png,data\val\mask\cxrmask_20230.jpeg
data\val\image\cxrimage_20231.png,data\val\mask\cxrmask_20231.jpeg
data\val\image\cxrimage_20232.png,data\val\mask\cxrmask_20232.jpeg
data\val\image\cxrimage_20233.png,data\val\mask\cxrmask_20233.jpeg
data\val\image\cxrimage_20234.png,data\val\mask\cxrmask_20234.jpeg
data\val\image\cxrimage_20235.png,data\val\mask\cxrmask_20235.jpeg
data\val\image\cxrimage_20236.png,data\val\mask\cxrmask_20236.jpeg
data\val\image\cxrimage_20237.png,data\val\mask\cxrmask_20237.jpeg
data\val\image\cxrimage_20238.png,data\val\mask\cxrmask_20238.jpeg
data\val\image\cxrimage_20239.png,data\val\mask\cxrmask_20239.jpeg
data\val\image\cxrimage_20240.png,data\val\mask\cxrmask_20240.jpeg
data\val\image\cxrimage_20241.png,data\val\mask\cxrmask_20241.jpeg
data\val\image\cxrimage_20242.png,data\val\mask\cxrmask_20242.jpeg
data\val\image\cxrimage_20243.png,data\val\mask\cxrmask_20243.jpeg
data\val\image\cxrimage_20244.png,data\val\mask\cxrmask_20244.jpeg
data\val\image\cxrimage_20245.png,data\val\mask\cxrmask_20245.jpeg
data\val\image\cxrimage_20246.png,data\val\mask\cxrmask_20246.jpeg
data\val\image\cxrimage_20247.png,data\val\mask\cxrmask_20247.jpeg
data\val\image\cxrimage_20248.png,data\val\mask\cxrmask_20248.jpeg
data\val\image\cxrimage_20249.png,data\val\mask\cxrmask_20249.jpeg
data\val\image\cxrimage_20250.png,data\val\mask\cxrmask_20250.jpeg
data\val\image\cxrimage_20251.png,data\val\mask\cxrmask_20251.jpeg
data\val\image\cxrimage_20252.png,data\val\mask\cxrmask_20252.jpeg
data\val\image\cxrimage_20253.png,data\val\mask\cxrmask_20253.jpeg
data\val\image\cxrimage_20254.png,data\val\mask\cxrmask_20254.jpeg
data\val\image\cxrimage_20255.png,data\val\mask\cxrmask_20255.jpeg
data\val\image\cxrimage_20256.png,data\val\mask\cxrmask_20256.jpeg
data\val\image\cxrimage_20257.png,data\val\mask\cxrmask_20257.jpeg
data\val\image\cxrimage_20258.png,data\val\mask\cxrmask_20258.jpeg
data\val\image\cxrimage_20259.png,data\val\mask\cxrmask_20259.jpeg
data\val\image\cxrimage_20260.png,data\val\mask\cxrmask_20260.jpeg
data\val\image\cxrimage_20261.png,data\val\mask\cxrmask_20261.jpeg
data\val\image\cxrimage_20262.png,data\val\mask\cxrmask_20262.jpeg
data\val\image\cxrimage_20263.png,data\val\mask\cxrmask_20263.jpeg
data\val\image\cxrimage_20264.png,data\val\mask\cxrmask_20264.jpeg
data\val\image\cxrimage_20265.png,data\val\mask\cxrmask_20265.jpeg
data\val\image\cxrimage_20266.png,data\val\mask\cxrmask_20266.jpeg
data\val\image\cxrimage_20267.png,data\val\mask\cxrmask_20267.jpeg
data\val\image\cxrimage_20268.png,data\val\mask\cxrmask_20268.jpeg
data\val\image\cxrimage_20269.png,data\val\mask\cxrmask_20269.jpeg
data\val\image\cxrimage_20270.png,data\val\mask\cxrmask_20270.jpeg
data\val\image\cxrimage_20271.png,data\val\mask\cxrmask_20271.jpeg
data\val\image\cxrimage_20272.png,data\val\mask\cxrmask_20272.jpeg
data\val\image\cxrimage_20273.png,data\val\mask\cxrmask_20273.jpeg
data\val\image\cxrimage_20274.png,data\val\mask\cxrmask_20274.jpeg
data\val\image\cxrimage_20275.png,data\val\mask\cxrmask_20275.jpeg
data\val\image\cxrimage_20276.png,data\val\mask\cxrmask_20276.jpeg
data\val\image\cxrimage_20277.png,data\val\mask\cxrmask_20277.jpeg
data\val\image\cxrimage_20278.png,data\val\mask\cxrmask_20278.jpeg
data\val\image\cxrimage_20279.png,data\val\mask\cxrmask_20279.jpeg
data\val\image\cxrimage_20280.png,data\val\mask\cxrmask_20280.jpeg
data\val\image\cxrimage_20281.png,data\val\mask\cxrmask_20281.jpeg
data\val\image\cxrimage_20282.png,data\val\mask\cxrmask_20282.jpeg
data\val\image\cxrimage_20283.png,data\val\mask\cxrmask_20283.jpeg
data\val\image\cxrimage_20284.png,data\val\mask\cxrmask_20284.jpeg
data\val\image\cxrimage_20285.png,data\val\mask\cxrmask_20285.jpeg
data\val\image\cxrimage_20286.png,data\val\mask\cxrmask_20286.jpeg
data\val\image\cxrimage_20287.png,data\val\mask\cxrmask_20287.jpeg
data\val\image\cxrimage_20288.png,data\val\mask\cxrmask_20288.jpeg
data\val\image\cxrimage_20289.png,data\val\mask\cxrmask_20289.jpeg
data\val\image\cxrimage_20290.png,data\val\mask\cxrmask_20290.jpeg
data\val\image\cxrimage_20291.png,data\val\mask\cxrmask_20291.jpeg
data\val\image\cxrimage_20292.png,data\val\mask\cxrmask_20292.jpeg
data\val\image\cxrimage_20293.png,data\val\mask\cxrmask_20293.jpeg
data\val\image\cxrimage_20294.png,data\val\mask\cxrmask_20294.jpeg
data\val\image\cxrimage_20295.png,data\val\mask\cxrmask_20295.jpeg
data\val\image\cxrimage_20296.png,data\val\mask\cxrmask_20296.jpeg
data\val\image\cxrimage_20297.png,data\val\mask\cxrmask_20297.jpeg
data\val\image\cxrimage_20298.png,data\val\mask\cxrmask_20298.jpeg
data\val\image\cxrimage_20299.png,data\val\mask\cxrmask_20299.jpeg
data\val\image\cxrimage_20300.png,data\val\mask\cxrmask_20300.jpeg
data\val\image\cxrimage_20301.png,data\val\mask\cxrmask_20301.jpeg
data\val\image\cxrimage_20302.png,data\val\mask\cxrmask_20302.jpeg
data\val\image\cxrimage_20303.png,data\val\mask\cxrmask_20303.jpeg
data\val\image\cxrimage_20304.png,data\val\mask\cxrmask_20304.jpeg
data\val\image\cxrimage_20305.png,data\val\mask\cxrmask_20305.jpeg
data\val\image\cxrimage_20306.png,data\val\mask\cxrmask_20306.jpeg
data\val\image\cxrimage_20307.png,data\val\mask\cxrmask_20307.jpeg
data\val\image\cxrimage_20308.png,data\val\mask\cxrmask_20308.jpeg
data\val\image\cxrimage_20309.png,data\val\mask\cxrmask_20309.jpeg
data\val\image\cxrimage_20310.png,data\val\mask\cxrmask_20310.jpeg
data\val\image\cxrimage_20311.png,data\val\mask\cxrmask_20311.jpeg
data\val\image\cxrimage_20312.png,data\val\mask\cxrmask_20312.jpeg
data\val\image\cxrimage_20313.png,data\val\mask\cxrmask_20313.jpeg
data\val\image\cxrimage_20314.png,data\val\mask\cxrmask_20314.jpeg
data\val\image\cxrimage_20315.png,data\val\mask\cxrmask_20315.jpeg
data\val\image\cxrimage_20316.png,data\val\mask\cxrmask_20316.jpeg
data\val\image\cxrimage_20317.png,data\val\mask\cxrmask_20317.jpeg
data\val\image\cxrimage_20318.png,data\val\mask\cxrmask_20318.jpeg
data\val\image\cxrimage_20319.png,data\val\mask\cxrmask_20319.jpeg
data\val\image\cxrimage_20320.png,data\val\mask\cxrmask_20320.jpeg
data\val\image\cxrimage_20321.png,data\val\mask\cxrmask_20321.jpeg
data\val\image\cxrimage_20322.png,data\val\mask\cxrmask_20322.jpeg
data\val\image\cxrimage_20323.png,data\val\mask\cxrmask_20323.jpeg
data\val\image\cxrimage_20324.png,data\val\mask\cxrmask_20324.jpeg
data\val\image\cxrimage_20325.png,data\val\mask\cxrmask_20325.jpeg
data\val\image\cxrimage_20326.png,data\val\mask\cxrmask_20326.jpeg
data\val\image\cxrimage_20327.png,data\val\mask\cxrmask_20327.jpeg
data\val\image\cxrimage_20328.png,data\val\mask\cxrmask_20328.jpeg
data\val\image\cxrimage_20329.png,data\val\mask\cxrmask_20329.jpeg
data\val\image\cxrimage_20330.png,data\val\mask\cxrmask_20330.jpeg
data\val\image\cxrimage_20331.png,data\val\mask\cxrmask_20331.jpeg
data\val\image\cxrimage_20332.png,data\val\mask\cxrmask_20332.jpeg
data\val\image\cxrimage_20333.png,data\val\mask\cxrmask_20333.jpeg
data\val\image\cxrimage_20334.png,data\val\mask\cxrmask_20334.jpeg
data\val\image\cxrimage_20335.png,data\val\mask\cxrmask_20335.jpeg
data\val\image\cxrimage_20336.png,data\val\mask\cxrmask_20336.jpeg
data\val\image\cxrimage_20337.png,data\val\mask\cxrmask_20337.jpeg
data\val\image\cxrimage_20338.png,data\val\mask\cxrmask_20338.jpeg
data\val\image\cxrimage_20339.png,data\val\mask\cxrmask_20339.jpeg
data\val\image\cxrimage_20340.png,data\val\mask\cxrmask_20340.jpeg
data\val\image\cxrimage_20341.png,data\val\mask\cxrmask_20341.jpeg
data\val\image\cxrimage_20342.png,data\val\mask\cxrmask_20342.jpeg
data\val\image\cxrimage_20343.png,data\val\mask\cxrmask_20343.jpeg
data\val\image\cxrimage_20344.png,data\val\mask\cxrmask_20344.jpeg
data\val\image\cxrimage_20345.png,data\val\mask\cxrmask_20345.jpeg
data\val\image\cxrimage_20346.png,data\val\mask\cxrmask_20346.jpeg
data\val\image\cxrimage_20347.png,data\val\mask\cxrmask_20347.jpeg
data\val\image\cxrimage_20348.png,data\val\mask\cxrmask_20348.jpeg
data\val\image\cxrimage_20349.png,data\val\mask\cxrmask_20349.jpeg
data\val\image\cxrimage_20350.png,data\val\mask\cxrmask_20350.jpeg
data\val\image\cxrimage_20351.png,data\val\mask\cxrmask_20351.jpeg
data\val\image\cxrimage_20352.png,data\val\mask\cxrmask_20352.jpeg
data\val\image\cxrimage_20353.png,data\val\mask\cxrmask_20353.jpeg
data\val\image\cxrimage_20354.png,data\val\mask\cxrmask_20354.jpeg
data\val\image\cxrimage_20355.png,data\val\mask\cxrmask_20355.jpeg
data\val\image\cxrimage_20356.png,data\val\mask\cxrmask_20356.jpeg
data\val\image\cxrimage_20357.png,data\val\mask\cxrmask_20357.jpeg
data\val\image\cxrimage_20358.png,data\val\mask\cxrmask_20358.jpeg
data\val\image\cxrimage_20359.png,data\val\mask\cxrmask_20359.jpeg
data\val\image\cxrimage_20360.png,data\val\mask\cxrmask_20360.jpeg
data\val\image\cxrimage_20361.png,data\val\mask\cxrmask_20361.jpeg
data\val\image\cxrimage_20362.png,data\val\mask\cxrmask_20362.jpeg
data\val\image\cxrimage_20363.png,data\val\mask\cxrmask_20363.jpeg
data\val\image\cxrimage_20364.png,data\val\mask\cxrmask_20364.jpeg
data\val\image\cxrimage_20365.png,data\val\mask\cxrmask_20365.jpeg
data\val\image\cxrimage_20366.png,data\val\mask\cxrmask_20366.jpeg
data\val\image\cxrimage_20367.png,data\val\mask\cxrmask_20367.jpeg
data\val\image\cxrimage_20368.png,data\val\mask\cxrmask_20368.jpeg
data\val\image\cxrimage_20369.png,data\val\mask\cxrmask_20369.jpeg
data\val\image\cxrimage_20370.png,data\val\mask\cxrmask_20370.jpeg
data\val\image\cxrimage_20371.png,data\val\mask\cxrmask_20371.jpeg
data\val\image\cxrimage_20372.png,data\val\mask\cxrmask_20372.jpeg
data\val\image\cxrimage_20373.png,data\val\mask\cxrmask_20373.jpeg
data\val\image\cxrimage_20374.png,data\val\mask\cxrmask_20374.jpeg
data\val\image\cxrimage_20375.png,data\val\mask\cxrmask_20375.jpeg
data\val\image\cxrimage_20376.png,data\val\mask\cxrmask_20376.jpeg
data\val\image\cxrimage_20377.png,data\val\mask\cxrmask_20377.jpeg
data\val\image\cxrimage_20378.png,data\val\mask\cxrmask_20378.jpeg
data\val\image\cxrimage_20379.png,data\val\mask\cxrmask_20379.jpeg
data\val\image\cxrimage_20380.png,data\val\mask\cxrmask_20380.jpeg
data\val\image\cxrimage_20381.png,data\val\mask\cxrmask_20381.jpeg
data\val\image\cxrimage_20382.png,data\val\mask\cxrmask_20382.jpeg
data\val\image\cxrimage_20383.png,data\val\mask\cxrmask_20383.jpeg
data\val\image\cxrimage_20384.png,data\val\mask\cxrmask_20384.jpeg
data\val\image\cxrimage_20385.png,data\val\mask\cxrmask_20385.jpeg
data\val\image\cxrimage_20386.png,data\val\mask\cxrmask_20386.jpeg
data\val\image\cxrimage_20387.png,data\val\mask\cxrmask_20387.jpeg
data\val\image\cxrimage_20388.png,data\val\mask\cxrmask_20388.jpeg
data\val\image\cxrimage_20389.png,data\val\mask\cxrmask_20389.jpeg
data\val\image\cxrimage_20390.png,data\val\mask\cxrmask_20390.jpeg
data\val\image\cxrimage_20391.png,data\val\mask\cxrmask_20391.jpeg
data\val\image\cxrimage_20392.png,data\val\mask\cxrmask_20392.jpeg
data\val\image\cxrimage_20393.png,data\val\mask\cxrmask_20393.jpeg
data\val\image\cxrimage_20394.png,data\val\mask\cxrmask_20394.jpeg
data\val\image\cxrimage_20395.png,data\val\mask\cxrmask_20395.jpeg
data\val\image\cxrimage_20396.png,data\val\mask\cxrmask_20396.jpeg
data\val\image\cxrimage_20397.png,data\val\mask\cxrmask_20397.jpeg
data\val\image\cxrimage_20398.png,data\val\mask\cxrmask_20398.jpeg
data\val\image\cxrimage_20399.png,data\val\mask\cxrmask_20399.jpeg
data\val\image\cxrimage_20400.png,data\val\mask\cxrmask_20400.jpeg
data\val\image\cxrimage_20401.png,data\val\mask\cxrmask_20401.jpeg
data\val\image\cxrimage_20402.png,data\val\mask\cxrmask_20402.jpeg
data\val\image\cxrimage_20403.png,data\val\mask\cxrmask_20403.jpeg
data\val\image\cxrimage_20404.png,data\val\mask\cxrmask_20404.jpeg
data\val\image\cxrimage_20405.png,data\val\mask\cxrmask_20405.jpeg
data\val\image\cxrimage_20406.png,data\val\mask\cxrmask_20406.jpeg
data\val\image\cxrimage_20407.png,data\val\mask\cxrmask_20407.jpeg
data\val\image\cxrimage_20408.png,data\val\mask\cxrmask_20408.jpeg
data\val\image\cxrimage_20409.png,data\val\mask\cxrmask_20409.jpeg
data\val\image\cxrimage_20410.png,data\val\mask\cxrmask_20410.jpeg
data\val\image\cxrimage_20411.png,data\val\mask\cxrmask_20411.jpeg
data\val\image\cxrimage_20412.png,data\val\mask\cxrmask_20412.jpeg
data\val\image\cxrimage_20413.png,data\val\mask\cxrmask_20413.jpeg
data\val\image\cxrimage_20414.png,data\val\mask\cxrmask_20414.jpeg
data\val\image\cxrimage_20415.png,data\val\mask\cxrmask_20415.jpeg
data\val\image\cxrimage_20416.png,data\val\mask\cxrmask_20416.jpeg
data\val\image\cxrimage_20417.png,data\val\mask\cxrmask_20417.jpeg
data\val\image\cxrimage_20418.png,data\val\mask\cxrmask_20418.jpeg
data\val\image\cxrimage_20419.png,data\val\mask\cxrmask_20419.jpeg
data\val\image\cxrimage_20420.png,data\val\mask\cxrmask_20420.jpeg
data\val\image\cxrimage_20421.png,data\val\mask\cxrmask_20421.jpeg
data\val\image\cxrimage_20422.png,data\val\mask\cxrmask_20422.jpeg
data\val\image\cxrimage_20423.png,data\val\mask\cxrmask_20423.jpeg
data\val\image\cxrimage_20424.png,data\val\mask\cxrmask_20424.jpeg
data\val\image\cxrimage_20425.png,data\val\mask\cxrmask_20425.jpeg
data\val\image\cxrimage_20426.png,data\val\mask\cxrmask_20426.jpeg
data\val\image\cxrimage_20427.png,data\val\mask\cxrmask_20427.jpeg
data\val\image\cxrimage_20428.png,data\val\mask\cxrmask_20428.jpeg
data\val\image\cxrimage_20429.png,data\val\mask\cxrmask_20429.jpeg
data\val\image\cxrimage_20430.png,data\val\mask\cxrmask_20430.jpeg
data\val\image\cxrimage_20431.png,data\val\mask\cxrmask_20431.jpeg
data\val\image\cxrimage_20432.png,data\val\mask\cxrmask_20432.jpeg
data\val\image\cxrimage_20433.png,data\val\mask\cxrmask_20433.jpeg
data\val\image\cxrimage_20434.png,data\val\mask\cxrmask_20434.jpeg
data\val\image\cxrimage_20435.png,data\val\mask\cxrmask_20435.jpeg
data\val\image\cxrimage_20436.png,data\val\mask\cxrmask_20436.jpeg
data\val\image\cxrimage_20437.png,data\val\mask\cxrmask_20437.jpeg
data\val\image\cxrimage_20438.png,data\val\mask\cxrmask_20438.jpeg
data\val\image\cxrimage_20439.png,data\val\mask\cxrmask_20439.jpeg
data\val\image\cxrimage_20440.png,data\val\mask\cxrmask_20440.jpeg
data\val\image\cxrimage_20441.png,data\val\mask\cxrmask_20441.jpeg
data\val\image\cxrimage_20442.png,data\val\mask\cxrmask_20442.jpeg
data\val\image\cxrimage_20443.png,data\val\mask\cxrmask_20443.jpeg
data\val\image\cxrimage_20444.png,data\val\mask\cxrmask_20444.jpeg
data\val\image\cxrimage_20445.png,data\val\mask\cxrmask_20445.jpeg
data\val\image\cxrimage_20446.png,data\val\mask\cxrmask_20446.jpeg
data\val\image\cxrimage_20447.png,data\val\mask\cxrmask_20447.jpeg
data\val\image\cxrimage_20448.png,data\val\mask\cxrmask_20448.jpeg
data\val\image\cxrimage_20449.png,data\val\mask\cxrmask_20449.jpeg
data\val\image\cxrimage_20450.png,data\val\mask\cxrmask_20450.jpeg
data\val\image\cxrimage_20451.png,data\val\mask\cxrmask_20451.jpeg
data\val\image\cxrimage_20452.png,data\val\mask\cxrmask_20452.jpeg
data\val\image\cxrimage_20453.png,data\val\mask\cxrmask_20453.jpeg
data\val\image\cxrimage_20454.png,data\val\mask\cxrmask_20454.jpeg
data\val\image\cxrimage_20455.png,data\val\mask\cxrmask_20455.jpeg
data\val\image\cxrimage_20456.png,data\val\mask\cxrmask_20456.jpeg
data\val\image\cxrimage_20457.png,data\val\mask\cxrmask_20457.jpeg
data\val\image\cxrimage_20458.png,data\val\mask\cxrmask_20458.jpeg
data\val\image\cxrimage_20459.png,data\val\mask\cxrmask_20459.jpeg
data\val\image\cxrimage_20460.png,data\val\mask\cxrmask_20460.jpeg
data\val\image\cxrimage_20461.png,data\val\mask\cxrmask_20461.jpeg
data\val\image\cxrimage_20462.png,data\val\mask\cxrmask_20462.jpeg
data\val\image\cxrimage_20463.png,data\val\mask\cxrmask_20463.jpeg
data\val\image\cxrimage_20464.png,data\val\mask\cxrmask_20464.jpeg
data\val\image\cxrimage_20465.png,data\val\mask\cxrmask_20465.jpeg
data\val\image\cxrimage_20466.png,data\val\mask\cxrmask_20466.jpeg
data\val\image\cxrimage_20467.png,data\val\mask\cxrmask_20467.jpeg
data\val\image\cxrimage_20468.png,data\val\mask\cxrmask_20468.jpeg
data\val\image\cxrimage_20469.png,data\val\mask\cxrmask_20469.jpeg
data\val\image\cxrimage_20470.png,data\val\mask\cxrmask_20470.jpeg
data\val\image\cxrimage_20471.png,data\val\mask\cxrmask_20471.jpeg
data\val\image\cxrimage_20472.png,data\val\mask\cxrmask_20472.jpeg
data\val\image\cxrimage_20473.png,data\val\mask\cxrmask_20473.jpeg
data\val\image\cxrimage_20474.png,data\val\mask\cxrmask_20474.jpeg
data\val\image\cxrimage_20475.png,data\val\mask\cxrmask_20475.jpeg
data\val\image\cxrimage_20476.png,data\val\mask\cxrmask_20476.jpeg
data\val\image\cxrimage_20477.png,data\val\mask\cxrmask_20477.jpeg
data\val\image\cxrimage_20478.png,data\val\mask\cxrmask_20478.jpeg
data\val\image\cxrimage_20479.png,data\val\mask\cxrmask_20479.jpeg
data\val\image\cxrimage_20480.png,data\val\mask\cxrmask_20480.jpeg
data\val\image\cxrimage_20481.png,data\val\mask\cxrmask_20481.jpeg
data\val\image\cxrimage_20482.png,data\val\mask\cxrmask_20482.jpeg
data\val\image\cxrimage_20483.png,data\val\mask\cxrmask_20483.jpeg
data\val\image\cxrimage_20484.png,data\val\mask\cxrmask_20484.jpeg
data\val\image\cxrimage_20485.png,data\val\mask\cxrmask_20485.jpeg
data\val\image\cxrimage_20486.png,data\val\mask\cxrmask_20486.jpeg
data\val\image\cxrimage_20487.png,data\val\mask\cxrmask_20487.jpeg
data\val\image\cxrimage_20488.png,data\val\mask\cxrmask_20488.jpeg
data\val\image\cxrimage_20489.png,data\val\mask\cxrmask_20489.jpeg
data\val\image\cxrimage_20490.png,data\val\mask\cxrmask_20490.jpeg
data\val\image\cxrimage_20491.png,data\val\mask\cxrmask_20491.jpeg
data\val\image\cxrimage_20492.png,data\val\mask\cxrmask_20492.jpeg
data\val\image\cxrimage_20493.png,data\val\mask\cxrmask_20493.jpeg
data\val\image\cxrimage_20494.png,data\val\mask\cxrmask_20494.jpeg
data\val\image\cxrimage_20495.png,data\val\mask\cxrmask_20495.jpeg
data\val\image\cxrimage_20496.png,data\val\mask\cxrmask_20496.jpeg
data\val\image\cxrimage_20497.png,data\val\mask\cxrmask_20497.jpeg
data\val\image\cxrimage_20498.png,data\val\mask\cxrmask_20498.jpeg
data\val\image\cxrimage_20499.png,data\val\mask\cxrmask_20499.jpeg
data\val\image\cxrimage_20500.png,data\val\mask\cxrmask_20500.jpeg
data\val\image\cxrimage_20501.png,data\val\mask\cxrmask_20501.jpeg
data\val\image\cxrimage_20502.png,data\val\mask\cxrmask_20502.jpeg
data\val\image\cxrimage_20503.png,data\val\mask\cxrmask_20503.jpeg
data\val\image\cxrimage_20504.png,data\val\mask\cxrmask_20504.jpeg
data\val\image\cxrimage_20505.png,data\val\mask\cxrmask_20505.jpeg
data\val\image\cxrimage_20506.png,data\val\mask\cxrmask_20506.jpeg
data\val\image\cxrimage_20507.png,data\val\mask\cxrmask_20507.jpeg
data\val\image\cxrimage_20508.png,data\val\mask\cxrmask_20508.jpeg
data\val\image\cxrimage_20509.png,data\val\mask\cxrmask_20509.jpeg
data\val\image\cxrimage_20510.png,data\val\mask\cxrmask_20510.jpeg
data\val\image\cxrimage_20511.png,data\val\mask\cxrmask_20511.jpeg
data\val\image\cxrimage_20512.png,data\val\mask\cxrmask_20512.jpeg
data\val\image\cxrimage_20513.png,data\val\mask\cxrmask_20513.jpeg
data\val\image\cxrimage_20514.png,data\val\mask\cxrmask_20514.jpeg
data\val\image\cxrimage_20515.png,data\val\mask\cxrmask_20515.jpeg
data\val\image\cxrimage_20516.png,data\val\mask\cxrmask_20516.jpeg
data\val\image\cxrimage_20517.png,data\val\mask\cxrmask_20517.jpeg
data\val\image\cxrimage_20518.png,data\val\mask\cxrmask_20518.jpeg
data\val\image\cxrimage_20519.png,data\val\mask\cxrmask_20519.jpeg
data\val\image\cxrimage_20520.png,data\val\mask\cxrmask_20520.jpeg
data\val\image\cxrimage_20521.png,data\val\mask\cxrmask_20521.jpeg
data\val\image\cxrimage_20522.png,data\val\mask\cxrmask_20522.jpeg
data\val\image\cxrimage_20523.png,data\val\mask\cxrmask_20523.jpeg
data\val\image\cxrimage_20524.png,data\val\mask\cxrmask_20524.jpeg
data\val\image\cxrimage_20525.png,data\val\mask\cxrmask_20525.jpeg
data\val\image\cxrimage_20526.png,data\val\mask\cxrmask_20526.jpeg
data\val\image\cxrimage_20527.png,data\val\mask\cxrmask_20527.jpeg
data\val\image\cxrimage_20528.png,data\val\mask\cxrmask_20528.jpeg
data\val\image\cxrimage_20529.png,data\val\mask\cxrmask_20529.jpeg
data\val\image\cxrimage_20530.png,data\val\mask\cxrmask_20530.jpeg
